formatter|man|tomica|Tomica Lineup
page|b:bgc,#FFFFFF|b:c,#000000|l:c,#0000CC|v:c,#CC0000
style|.table|bgc,#FFFFFF
data|m|id,subid,first_year,scale,rawname,desc
data|H|year,label,title

H|1970|m|Tomica Models


m| 62|  2|1977|  1:60|Datsun Silvia Ls Type-X
m| 62|  3|1980|  1:98|Isuzu Journey Q Mobile Library
m| 62|  4|1987|  1:58|Williams Honda Formula 1
m| 62|  5|1990|  1:50|Daihatsu Midget Van
m| 62|  6|1997|  1:50|Daihatsu Midget II
m| 62|  7|2004|  1:63|Toyota Harrier
m| 62|  8|2010|  1:61|Mazda Axela Sport
m| 62|  9|2013|  1:66|Mazda Atenza

m| 63|  1|1972|  1:79|Furukawa Wheel Loader
m| 63|  2|2007|      |Maeda Seisakusho Mini Crawler Crane

m| 64|  1|1973|  1:64|Toyota Hilux Van
m| 64|  2|1978|  1:72|Isuzu Elf Ff Backhoe Truck
m| 64|  3|1999|  1:57|Honda S2000
m| 64|  4|2010|  1:61|Toyota Mark X
m| 64|  5|2013|  1:64|Porsche Boxster

m| 65|  1|1973|  1:77|Camping Trailer
m| 65|  2|1976|  1:90|Sakai Multi-Tyre Roller
m| 65|  3|1979|  1:62|Celica Turbo
m| 65|  4|1982|  1:68|Nissan Skyline Silhouette
m| 65|  5|1998| 1:102|M'Cdonald Panel Van
m| 65|  6|2003|      |Nissan Diesel Big Thumb
m| 65|  7|2009|  1:90|Hitachi Construction Machinery Asutako

m| 66|  1|1973|  1:33|Honda Dax Motorcycle
m| 66|  2|1977|      |Fuso Crane Truck
