formatter|pic/lesney|mline|Matchbox Lineup
page|b:bgc,#FFFFFF|b:c,#000000|l:c,#0000CC|v:c,#CC0000
dir|CAT|pic/man
dir|RW|pic/man
dir|SF|pic/man
dir|K|pic/king
dir|M|pic/king
dir|Y|pic/mcoll
SF|1971|1976|75|2|Alfa Carabo
SF|1977|1981|75|3|Seasprite Helecopter
H|1957|1969|A|2|Accessories
A|1957|1962|01|1|Esso Petrol Pumps and Sign
A|1963|1969|01|2|BP Petrol Pumps and SIgn
A|1957|1969|02|1|Bedford Car Transporter
A|1967|1969|03|1|Garage
A|1960|1969|04|1|Road Signs
A|1961|1969|05|1|Home Store
H|1957|1967|M|2|Major Packs
M|1957|1960|01|1|Caterpillar Earth Scraper
M|1961|1967|01|2|BP Autotanker
M|1957|1960|02|1|Bedford Ice Cream Truck
M|1961|1967|02|2|Bedford Truck and York Trailer
M|1959|1967|03|1|Thornycraft Antar and Centurion Tank
M|1959|1963|04|1|Ruston Bucyrus Power Shovel
M|1964|1967|04|2|GMC Tractor/Freuhof Hopper Train
M|1960|1967|05|1|Massey Ferguson Combine Harvestr
M|1960|1964|06|1|Pickfords 200 Ton Transporter
M|1965|1967|06|2|Racing Car Transporter
M|1960|1967|07|1|Jennings Cattle Truck
M|1960|1963|08|1|Mobilgas Petrol Tanker
M|1964|1967|08|2|Guy Warrior Car Transporter
M|1962|1967|09|1|Interstate Double Freighter
M|1962|1967|10|1|Dinkum Dumper
H|1960|1969|K|2|King Size
K|1960|1963|001|1|Weatherill Hydraulic Shovel
K|1964|1969|001|2|Hoveringham Tipper Truck
K|1960|1963|002|1|Muir Hill Dumper
K|1964|1968|002|2|K.W. Dump Truck
K|1969|1969|002|3|Scammell Heavy Wreck Truck
K|1960|1964|003|1|Caterpillar Bulldozer
K|1965|1969|003|2|Hatra Tractor Shovel
K|1960|1966|004|1|International Tractor
K|1967|1968|004|2|GMC Tractor and Freuhof Hopper Train
K|1969|1969|004|3|Leyland Tipper
K|1961|1966|005|1|Foden Tipper Truck
